stname,stabbr,stfips,year,dropage,above16,above17,acgr,unemrate,br1517,cenreg,cenregnm,cendiv,cendivnm,citi6013,inst6013_adacope,inst6014_nom,pop2000,pop2010,pop2000sch,pop2010sch,pop2000_amerind,pop2000_asian,pop2000_black,pop2000_multrace,pop2000_nhpi,pop2000_white,pop2010_amerind,pop2010_asian,pop2010_black,pop2010_multrace,pop2010_nhpi,pop2010_white,pop2000_hisp,pop2010_hisp,medinc_current,medinc_2015,state_pov
Maryland,MD,24,2003,16,0,0,79.2,4.4,18.1,3,South,5,South Atlantic,61.93776,55.21875,51.33082,5296647,5773552,928258,915776,13670,213900,1475909,62509,2028,3300723,14055,321324,1680839,118071,2581,3166050,227908,470632,52314,67416,8.6
Maryland,MD,24,2004,16,0,0,79.5,4.3,17.9,3,South,5,South Atlantic,66.82459,59.5,51.33082,5296647,5773552,928258,915776,13670,213900,1475909,62509,2028,3300723,14055,321324,1680839,118071,2581,3166050,227908,470632,57103,71651,9.9
Maryland,MD,24,2005,16,0,0,79.3,4.1,16.8,3,South,5,South Atlantic,65.06158,55.53125,51.33082,5296647,5773552,928258,915776,13670,213900,1475909,62509,2028,3300723,14055,321324,1680839,118071,2581,3166050,227908,470632,60512,73441,9.7
Maryland,MD,24,2006,16,0,0,79.9,3.9,17.2,3,South,5,South Atlantic,70.33848,62.125,51.33082,5296647,5773552,928258,915776,13670,213900,1475909,62509,2028,3300723,14055,321324,1680839,118071,2581,3166050,227908,470632,63668,74845,8.4
Maryland,MD,24,2007,16,0,0,80,3.5,17.8,3,South,5,South Atlantic,73.69961,95.1875,86.61701,5296647,5773552,928258,915776,13670,213900,1475909,62509,2028,3300723,14055,321324,1680839,118071,2581,3166050,227908,470632,65630,75024,8.8
Maryland,MD,24,2008,16,0,0,80.4,4.2,16.9,3,South,5,South Atlantic,78.73388,97.66762,86.61701,5296647,5773552,928258,915776,13670,213900,1475909,62509,2028,3300723,14055,321324,1680839,118071,2581,3166050,227908,470632,63711,70136,8.7
Maryland,MD,24,2009,16,0,0,80.1,7,15.8,3,South,5,South Atlantic,65.99416,94.44444,83.7847,5296647,5773552,928258,915776,13670,213900,1475909,62509,2028,3300723,14055,321324,1680839,118071,2581,3166050,227908,470632,64186,70906,9.6
Maryland,MD,24,2010,16,0,0,82.2,7.7,13.5,3,South,5,South Atlantic,60.1859,91.61111,83.7847,5296647,5773552,928258,915776,13670,213900,1475909,62509,2028,3300723,14055,321324,1680839,118071,2581,3166050,227908,470632,64201,69793,10.9
Maryland,MD,24,2011,16,0,0,83,7.2,12.1,3,South,5,South Atlantic,61.31796,93.125,86.79333,5296647,5773552,928258,915776,13670,213900,1475909,62509,2028,3300723,14055,321324,1680839,118071,2581,3166050,227908,470632,68876,72587,9.3
Maryland,MD,24,2012,16,0,0,84,7,10.5,3,South,5,South Atlantic,62.81186,91.625,86.79333,5296647,5773552,928258,915776,13670,213900,1475909,62509,2028,3300723,14055,321324,1680839,118071,2581,3166050,227908,470632,71836,74157,9.9
Maryland,MD,24,2013,16,0,0,85,6.6,9.1,3,South,5,South Atlantic,60.80084,89.77778,85.86098,5296647,5773552,928258,915776,13670,213900,1475909,62509,2028,3300723,14055,321324,1680839,118071,2581,3166050,227908,470632,69353,70569,10.5
Massachusetts,MA,25,2003,16,0,0,75.7,5.7,11.7,1,Northeast,1,New England,81.30841,69.8522,71.64059,6349364,6547629,1019666,976331,12093,243468,346751,58499,2231,5257581,11706,354287,417202,96997,2480,5037303,428741,627654,50955,65664,10.3
Massachusetts,MA,25,2004,16,0,0,79.3,5.1,11.4,1,Northeast,1,New England,84.62149,75.69388,71.64059,6349364,6547629,1019666,976331,12093,243468,346751,58499,2231,5257581,11706,354287,417202,96997,2480,5037303,428741,627654,52019,65272,9.3
Massachusetts,MA,25,2005,16,0,0,78.7,4.8,11,1,Northeast,1,New England,80.04366,69.53876,71.10326,6349364,6547629,1019666,976331,12093,243468,346751,58499,2231,5257581,11706,354287,417202,96997,2480,5037303,428741,627654,56017,67986,10.1
Massachusetts,MA,25,2006,16,0,0,79.5,4.9,10.4,1,Northeast,1,New England,83.60213,74.95961,71.10326,6349364,6547629,1019666,976331,12093,243468,346751,58499,2231,5257581,11706,354287,417202,96997,2480,5037303,428741,627654,55330,65044,12
Massachusetts,MA,25,2007,16,0,0,80.8,4.6,11.7,1,Northeast,1,New England,87.75617,94.83334,92.21394,6349364,6547629,1019666,976331,12093,243468,346751,58499,2231,5257581,11706,354287,417202,96997,2480,5037303,428741,627654,58463,66831,11.2
Massachusetts,MA,25,2008,16,0,0,81.5,5.5,10.5,1,Northeast,1,New England,90.95694,97.29166,92.21394,6349364,6547629,1019666,976331,12093,243468,346751,58499,2231,5257581,11706,354287,417202,96997,2480,5037303,428741,627654,60320,66403,11.3
Massachusetts,MA,25,2009,16,0,0,83.3,8.1,10.4,1,Northeast,1,New England,86.2589,97.90909,92.45091,6349364,6547629,1019666,976331,12093,243468,346751,58499,2231,5257581,11706,354287,417202,96997,2480,5037303,428741,627654,59373,65589,10.8
Massachusetts,MA,25,2010,16,0,0,82.6,8.3,9,1,Northeast,1,New England,68.04102,95.90909,92.45091,6349364,6547629,1019666,976331,12093,243468,346751,58499,2231,5257581,11706,354287,417202,96997,2480,5037303,428741,627654,60934,66242,10.9
Massachusetts,MA,25,2011,16,0,0,83,7.3,7.9,1,Northeast,1,New England,68.29739,94,91.6323,6349364,6547629,1019666,976331,12093,243468,346751,58499,2231,5257581,11706,354287,417202,96997,2480,5037303,428741,627654,63313,66724,10.6
Massachusetts,MA,25,2012,16,0,0,85,6.7,6.8,1,Northeast,1,New England,75.62011,94.59091,91.6323,6349364,6547629,1019666,976331,12093,243468,346751,58499,2231,5257581,11706,354287,417202,96997,2480,5037303,428741,627654,63656,65713,11.3
Massachusetts,MA,25,2013,16,0,0,85,6.7,6,1,Northeast,1,New England,79.29929,93.05957,91.44836,6349364,6547629,1019666,976331,12093,243468,346751,58499,2231,5257581,11706,354287,417202,96997,2480,5037303,428741,627654,62529,63625,12.1
Michigan,MI,26,2003,16,0,0,74,7.2,18.1,2,Midwest,3,East North Central,53.1946,72.52397,71.2191,9938823,9883640,1781298,1623754,53981,178946,1408524,122231,2227,7849004,54904,239724,1388149,182700,2260,7579545,323910,436358,45022,58019,11.4
Michigan,MI,26,2004,16,0,0,72.5,7,17.7,2,Midwest,3,East North Central,57.62982,75.95322,71.5171,9938823,9883640,1781298,1623754,53981,178946,1408524,122231,2227,7849004,54904,239724,1388149,182700,2260,7579545,323910,436358,42256,53022,13.3
Michigan,MI,26,2005,16,0,0,73,6.8,16.7,2,Midwest,3,East North Central,56.2296,62.27471,61.19571,9938823,9883640,1781298,1623754,53981,178946,1408524,122231,2227,7849004,54904,239724,1388149,182700,2260,7579545,323910,436358,45933,55747,12
Michigan,MI,26,2006,16,0,0,72.2,7,16.8,2,Midwest,3,East North Central,59.70505,63.37914,60.47941,9938823,9883640,1781298,1623754,53981,178946,1408524,122231,2227,7849004,54904,239724,1388149,182700,2260,7579545,323910,436358,48647,57187,13.3
Michigan,MI,26,2007,16,0,0,77,7,17,2,Midwest,3,East North Central,64.41296,76.43121,70.03728,9938823,9883640,1781298,1623754,53981,178946,1408524,122231,2227,7849004,54904,239724,1388149,182700,2260,7579545,323910,436358,49370,56437,10.8
Michigan,MI,26,2008,16,0,0,76.3,8,16.4,2,Midwest,3,East North Central,71.89232,81.75262,70.03728,9938823,9883640,1781298,1623754,53981,178946,1408524,122231,2227,7849004,54904,239724,1388149,182700,2260,7579545,323910,436358,49788,54809,13
Michigan,MI,26,2009,16,0,0,75.3,13.7,15.7,2,Midwest,3,East North Central,61.23849,79.09399,72.82042,9938823,9883640,1781298,1623754,53981,178946,1408524,122231,2227,7849004,54904,239724,1388149,182700,2260,7579545,323910,436358,45994,50809,14
Michigan,MI,26,2010,16,0,0,75.9,12.6,14.1,2,Midwest,3,East North Central,54.74061,75.27648,71.98877,9938823,9883640,1781298,1623754,53981,178946,1408524,122231,2227,7849004,54904,239724,1388149,182700,2260,7579545,323910,436358,46276,50307,15.7
Michigan,MI,26,2011,18,1,1,74,10.4,12.6,2,Midwest,3,East North Central,50.6825,11.39558,10.91874,9938823,9883640,1781298,1623754,53981,178946,1408524,122231,2227,7849004,54904,239724,1388149,182700,2260,7579545,323910,436358,48879,51512,15
Michigan,MI,26,2012,18,1,1,76,9.1,11.9,2,Midwest,3,East North Central,53.27965,18.11489,10.81029,9938823,9883640,1781298,1623754,53981,178946,1408524,122231,2227,7849004,54904,239724,1388149,182700,2260,7579545,323910,436358,50015,51631,13.7
Michigan,MI,26,2013,18,1,1,77,8.8,10.6,2,Midwest,3,East North Central,53.58814,15.64545,11.17324,9938823,9883640,1781298,1623754,53981,178946,1408524,122231,2227,7849004,54904,239724,1388149,182700,2260,7579545,323910,436358,56567,57559,12.7
Minnesota,MN,27,2003,16,0,0,84.8,4.9,13.1,2,Midwest,4,West North Central,52.84867,25.00621,26.97073,4919631,5303925,889323,856637,52351,144326,175030,57214,1781,4345535,55611,215137,271017,99194,1986,4410722,143394,250258,52823,68072,7.4
Minnesota,MN,27,2004,16,0,0,84.7,4.7,13.2,2,Midwest,4,West North Central,53.0448,26.0653,26.97073,4919631,5303925,889323,856637,52351,144326,175030,57214,1781,4345535,55611,215137,271017,99194,1986,4410722,143394,250258,56104,70398,7
Minnesota,MN,27,2005,16,0,0,85.9,4.1,12,2,Midwest,4,West North Central,58.07155,38.77166,33.91196,4919631,5303925,889323,856637,52351,144326,175030,57214,1781,4345535,55611,215137,271017,99194,1986,4410722,143394,250258,54215,65799,8.1
Minnesota,MN,27,2006,16,0,0,86.2,4,13.5,2,Midwest,4,West North Central,57.37889,39.08005,33.91196,4919631,5303925,889323,856637,52351,144326,175030,57214,1781,4345535,55611,215137,271017,99194,1986,4410722,143394,250258,56211,66079,8.2
Minnesota,MN,27,2007,16,0,0,86.5,4.6,13.5,2,Midwest,4,West North Central,64.23943,59.25,50.0127,4919631,5303925,889323,856637,52351,144326,175030,57214,1781,4345535,55611,215137,271017,99194,1986,4410722,143394,250258,58058,66368,9.3
Minnesota,MN,27,2008,16,0,0,86.4,5.4,12.4,2,Midwest,4,West North Central,69.15567,64.02083,50.0127,4919631,5303925,889323,856637,52351,144326,175030,57214,1781,4345535,55611,215137,271017,99194,1986,4410722,143394,250258,54925,60464,9.9
Minnesota,MN,27,2009,16,0,0,87.4,7.8,11.1,2,Midwest,4,West North Central,56.8782,50.30952,45.02128,4919631,5303925,889323,856637,52351,144326,175030,57214,1781,4345535,55611,215137,271017,99194,1986,4410722,143394,250258,56090,61962,11.1
Minnesota,MN,27,2010,16,0,0,88.2,7.4,10,2,Midwest,4,West North Central,50.47795,45.4881,45.02128,4919631,5303925,889323,856637,52351,144326,175030,57214,1781,4345535,55611,215137,271017,99194,1986,4410722,143394,250258,52321,56878,10.8
Minnesota,MN,27,2011,16,0,0,77,6.5,8.8,2,Midwest,4,West North Central,48.84326,54.99061,53.63818,4919631,5303925,889323,856637,52351,144326,175030,57214,1781,4345535,55611,215137,271017,99194,1986,4410722,143394,250258,57820,60935,10
Minnesota,MN,27,2012,16,0,0,78,5.6,8.4,2,Midwest,4,West North Central,49.36418,53.03177,52.07272,4919631,5303925,889323,856637,52351,144326,175030,57214,1781,4345535,55611,215137,271017,99194,1986,4410722,143394,250258,61795,63792,10
Minnesota,MN,27,2013,16,0,0,80,4.9,7.3,2,Midwest,4,West North Central,51.13846,79.10909,78.16688,4919631,5303925,889323,856637,52351,144326,175030,57214,1781,4345535,55611,215137,271017,99194,1986,4410722,143394,250258,64324,65452,11
Mississippi,MS,28,2003,17,1,0,62.7,6.3,34.9,3,South,6,East South Central,38.3186,85.5,78.5545,2844754,2967297,529078,503210,11324,18666,1029396,14886,587,1730326,13907,25786,1094537,26734,967,1723885,39569,81481,32728,42176,16
Mississippi,MS,28,2004,17,1,0,62.7,6.2,33.3,3,South,6,East South Central,35.71953,40.61923,50.25363,2844754,2967297,529078,503210,11324,18666,1029396,14886,587,1730326,13907,25786,1094537,26734,967,1723885,39569,81481,34755,43610,18.7
Mississippi,MS,28,2005,17,1,0,63.3,7.5,32.2,3,South,6,East South Central,38.94162,40.37788,48.17268,2844754,2967297,529078,503210,11324,18666,1029396,14886,587,1730326,13907,25786,1094537,26734,967,1723885,39569,81481,32875,39899,20.1
Mississippi,MS,28,2006,17,1,0,63.5,6.5,39.2,3,South,6,East South Central,37.46809,37.62692,48.17268,2844754,2967297,529078,503210,11324,18666,1029396,14886,587,1730326,13907,25786,1094537,26734,967,1723885,39569,81481,34733,40831,20.6
Mississippi,MS,28,2007,17,1,0,63.6,6.1,39.9,3,South,6,East South Central,43.43159,37.17233,42.08277,2844754,2967297,529078,503210,11324,18666,1029396,14886,587,1730326,13907,25786,1094537,26734,967,1723885,39569,81481,37279,42615,22.6
Mississippi,MS,28,2008,17,1,0,63.9,6.6,34.6,3,South,6,East South Central,50.06602,43.47874,44.20986,2844754,2967297,529078,503210,11324,18666,1029396,14886,587,1730326,13907,25786,1094537,26734,967,1723885,39569,81481,36446,40122,18.1
Mississippi,MS,28,2009,17,1,0,62,9.5,34.5,3,South,6,East South Central,39.93431,35.43975,45.51925,2844754,2967297,529078,503210,11324,18666,1029396,14886,587,1730326,13907,25786,1094537,26734,967,1723885,39569,81481,35078,38751,23.1
Mississippi,MS,28,2010,17,1,0,63.8,10.4,30.6,3,South,6,East South Central,31.16568,26.90523,45.08716,2844754,2967297,529078,503210,11324,18666,1029396,14886,587,1730326,13907,25786,1094537,26734,967,1723885,39569,81481,38160,41484,22.5
Mississippi,MS,28,2011,17,1,0,75,10,26.1,3,South,6,East South Central,45.37379,41.71715,50.47976,2844754,2967297,529078,503210,11324,18666,1029396,14886,587,1730326,13907,25786,1094537,26734,967,1723885,39569,81481,41090,43304,17.4
Mississippi,MS,28,2012,17,1,0,75,9,22.1,3,South,6,East South Central,45.621,17.07708,27.57612,2844754,2967297,529078,503210,11324,18666,1029396,14886,587,1730326,13907,25786,1094537,26734,967,1723885,39569,81481,36641,37825,22
Mississippi,MS,28,2013,17,1,0,76,8.6,19.5,3,South,6,East South Central,46.6365,21.65206,28.42221,2844754,2967297,529078,503210,11324,18666,1029396,14886,587,1730326,13907,25786,1094537,26734,967,1723885,39569,81481,32338,32905,19.1
Missouri,MO,29,2003,16,0,0,78.3,5.6,21.2,2,Midwest,4,West North Central,43.92653,51.0868,54.7714,5596564,5988927,982114,957172,23566,62195,629377,61945,3009,4697852,24179,98340,689391,102732,5848,4855967,118620,212470,43762,56395,10.7
Missouri,MO,29,2004,16,0,0,80.4,5.9,21.6,2,Midwest,4,West North Central,46.94668,53.82017,54.7714,5596564,5988927,982114,957172,23566,62195,629377,61945,3009,4697852,24179,98340,689391,102732,5848,4855967,118620,212470,42137,52872,12.2
Missouri,MO,29,2005,16,0,0,80.6,5.4,20.6,2,Midwest,4,West North Central,47.595,11.31175,18.79942,5596564,5988927,982114,957172,23566,62195,629377,61945,3009,4697852,24179,98340,689391,102732,5848,4855967,118620,212470,42986,52171,11.6
Missouri,MO,29,2006,16,0,0,81,4.8,22.5,2,Midwest,4,West North Central,48.95042,11.92857,18.48341,5596564,5988927,982114,957172,23566,62195,629377,61945,3009,4697852,24179,98340,689391,102732,5848,4855967,118620,212470,44579,52405,11.4
